"Customer ID",Age,Gender,"Loyalty Member","Product Type",SKU,Rating,"Order Status","Payment Method","Total Price","Unit Price",Quantity,"Purchase Date","Shipping Type","Add-on Total","Add-ons Purchased1","Add-ons Purchased2","Add-ons Purchased3"
5387,43,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,1729.21,247.03,7,2024-05-07,Express,87.56,Accessory,"Impulse Item","Impulse Item"
5388,58,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,145.25,20.75,7,2023-12-25,Express,76.9,Accessory,"Impulse Item",None
5388,58,Female,Yes,Smartphone,SKU1004,2,Cancelled,Cash,3955.95,791.19,5,2024-02-18,Express,13.13,"Impulse Item",None,None
5389,78,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,2024-05-07,Express,64.17,"Extended Warranty","Extended Warranty",None
5390,37,Male,No,Laptop,SKU1005,3,Completed,"Credit Card",927.92,463.96,2,2023-09-27,Express,69.55,"Impulse Item",Accessory,None
5390,37,Male,No,Smartwatch,SKU1003,3,Completed,"Debit Card",2534.49,844.83,3,2023-11-03,Overnight,30.97,Accessory,None,None
5390,37,Male,No,Laptop,SKU1005,3,Cancelled,"Debit Card",3247.72,463.96,7,2024-05-31,Overnight,39.54,"Extended Warranty",None,None
5391,24,Female,Yes,Smartphone,SKU1001,5,Cancelled,"Credit Card",20.75,20.75,1,2024-03-06,Express,10.14,"Impulse Item",None,None
5392,68,Female,Yes,Tablet,SKU1002,3,Cancelled,Cash,1729.21,247.03,7,2023-11-13,Express,0,None,None,None
5394,21,Female,No,Tablet,SKU1002,3,Cancelled,Cash,741.09,247.03,3,2023-10-21,Standard,43.89,Accessory,"Impulse Item",None
5394,21,Female,No,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,2024-02-14,Overnight,104.99,"Impulse Item",Accessory,"Extended Warranty"
5394,21,Female,No,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,2024-04-12,Standard,19.44,"Impulse Item",None,None
5394,21,Female,Yes,Smartphone,SKU1004,2,Completed,"Credit Card",5538.33,791.19,7,2024-08-23,Express,119.36,"Impulse Item","Impulse Item","Impulse Item"
5395,35,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2023-12-01,Express,34.51,"Extended Warranty",None,None
5395,35,Female,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-09-16,Standard,0,None,None,None
5396,78,Female,No,Laptop,SKU1005,3,Cancelled,"Debit Card",1855.84,463.96,4,2024-01-21,Standard,40.79,"Impulse Item",None,None
5396,78,Female,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2024-08-07,Express,26.5,"Impulse Item",None,None
5396,78,Female,No,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,2024-08-17,Overnight,32.86,"Extended Warranty",None,None
5397,55,Male,No,Smartwatch,SKU1003,3,Completed,"Credit Card",844.83,844.83,1,2023-10-11,Express,49.61,"Extended Warranty","Impulse Item",None
5398,54,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-01-23,Standard,25.07,"Extended Warranty",None,None
5398,54,Male,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-05-09,Overnight,30.32,"Extended Warranty",None,None
5400,40,Male,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-02-09,Overnight,93.53,"Impulse Item",Accessory,"Impulse Item"
5403,70,Male,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-03-03,Overnight,66.6,"Extended Warranty",Accessory,"Impulse Item"
5404,43,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-05-15,Express,0,None,None,None
5405,77,Female,Yes,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2023-10-09,Overnight,88.61,"Extended Warranty","Extended Warranty","Extended Warranty"
5406,44,Female,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2024-02-26,Overnight,41.47,Accessory,None,None
5406,44,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,41.5,20.75,2,2024-04-07,Overnight,87.14,"Extended Warranty","Extended Warranty","Extended Warranty"
5408,19,Male,No,Smartphone,SKU1001,5,Cancelled,"Credit Card",20.75,20.75,1,2024-02-22,Express,0,None,None,None
5410,21,Male,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,2024-03-13,Overnight,27.59,Accessory,None,None
5411,42,Male,No,Smartphone,SKU1001,5,Completed,"Debit Card",20.75,20.75,1,2023-10-15,Express,87.48,"Impulse Item","Extended Warranty","Impulse Item"
5411,42,Male,No,Smartphone,SKU1004,2,Completed,"Debit Card",7120.71,791.19,9,2024-01-28,Standard,59.02,"Impulse Item","Extended Warranty","Extended Warranty"
5411,42,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2024-02-15,Standard,79.73,"Extended Warranty","Extended Warranty",None
5413,28,Female,No,Smartphone,SKU1001,5,Cancelled,"Credit Card",41.5,20.75,2,2023-10-24,Express,57.25,"Extended Warranty",Accessory,None
5413,28,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-05-01,Express,22.4,"Impulse Item","Impulse Item",None
5415,69,Male,No,Smartphone,SKU1001,5,Cancelled,"Credit Card",166,20.75,8,2024-07-15,Express,27.46,"Impulse Item","Impulse Item",None
5415,69,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2024-08-22,Express,85.4,"Impulse Item","Extended Warranty","Impulse Item"
5416,78,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2023-10-05,Standard,50.38,"Extended Warranty",Accessory,"Extended Warranty"
5417,68,Female,No,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2023-10-05,Standard,0,None,None,None
5417,68,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,4224.15,844.83,5,2024-04-08,Standard,0,None,None,None
5418,59,Female,No,Laptop,SKU1005,3,Completed,"Debit Card",2783.76,463.96,6,2023-10-11,Overnight,11.62,Accessory,None,None
5418,59,Female,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2023-11-25,Standard,74.96,Accessory,"Impulse Item","Impulse Item"
5418,59,Female,Yes,Smartphone,SKU1004,2,Completed,"Debit Card",791.19,791.19,1,2024-05-16,Standard,0,None,None,None
5419,57,Female,No,Smartphone,SKU1001,5,Completed,"Debit Card",20.75,20.75,1,2024-05-29,Overnight,0,None,None,None
5420,26,Male,No,Smartphone,SKU1004,2,Completed,"Debit Card",3164.76,791.19,4,2023-11-24,Express,0,None,None,None
5420,26,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,7603.47,844.83,9,2024-05-15,Overnight,0,None,None,None
5422,45,Male,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-02-27,Standard,25.92,Accessory,None,None
5423,66,Female,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-01-11,Standard,35.22,Accessory,"Impulse Item","Impulse Item"
5423,66,Female,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-04-12,Standard,0,None,None,None
5424,73,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,2023-11-29,Express,110.12,"Extended Warranty",Accessory,Accessory
5424,73,Male,Yes,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-03-19,Overnight,38.19,"Extended Warranty",Accessory,Accessory
5424,73,Male,No,Tablet,SKU1002,3,Cancelled,"Credit Card",988.12,247.03,4,2024-03-26,Express,0,None,None,None
5424,73,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2024-09-04,Standard,91.36,"Extended Warranty","Extended Warranty","Extended Warranty"
5425,68,Female,No,Tablet,SKU1002,3,Completed,"Debit Card",494.06,247.03,2,2024-06-16,Standard,105.44,"Impulse Item","Impulse Item","Extended Warranty"
5426,19,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,83,20.75,4,2024-02-03,Overnight,27.11,Accessory,None,None
5428,55,Female,No,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,2023-12-27,Standard,10.86,Accessory,None,None
5429,52,Male,Yes,Smartphone,SKU1004,2,Completed,"Credit Card",6329.52,791.19,8,2024-01-13,Express,0,None,None,None
5429,52,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2024-04-07,Express,52.35,Accessory,Accessory,Accessory
5430,68,Male,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2023-11-24,Overnight,47.43,"Impulse Item",None,None
5431,42,Male,No,Smartphone,SKU1004,2,Completed,"Credit Card",4747.14,791.19,6,2023-10-09,Standard,44.02,"Impulse Item",Accessory,None
5433,24,Male,Yes,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-02-29,Overnight,53.67,"Extended Warranty","Impulse Item",Accessory
5433,24,Male,No,Laptop,SKU1005,3,Cancelled,Cash,3711.68,463.96,8,2024-07-30,Overnight,0,None,None,None
5433,24,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2024-08-21,Express,42.86,"Impulse Item",None,None
5434,33,Male,No,Smartphone,SKU1001,5,Completed,"Credit Card",20.75,20.75,1,2023-09-24,Standard,42.44,"Extended Warranty","Extended Warranty",None
5434,33,Male,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2023-11-22,Overnight,0,None,None,None
5435,29,Male,No,Tablet,SKU1002,3,Cancelled,"Debit Card",1482.18,247.03,6,2023-10-05,Standard,94.04,Accessory,Accessory,"Impulse Item"
5436,45,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,7911.9,791.19,10,2024-07-29,Express,120.58,"Extended Warranty","Impulse Item",Accessory
5438,55,Female,No,Tablet,SKU1002,3,Cancelled,Cash,741.09,247.03,3,2023-10-19,Standard,61.64,Accessory,"Impulse Item",None
5440,42,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2023-12-21,Express,46.32,"Extended Warranty","Extended Warranty","Impulse Item"
5441,62,Male,No,Smartphone,SKU1004,2,Completed,"Credit Card",1582.38,791.19,2,2024-08-22,Overnight,48,Accessory,"Extended Warranty",None
5442,47,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,4747.14,791.19,6,2023-11-03,Standard,45.28,"Impulse Item","Extended Warranty",None
5442,47,Male,No,Smartphone,SKU1004,2,Cancelled,"Credit Card",2373.57,791.19,3,2024-02-28,Overnight,26.66,"Extended Warranty",None,None
5442,47,Male,No,Smartphone,SKU1001,5,Cancelled,"Credit Card",124.5,20.75,6,2024-03-02,Standard,0,None,None,None
5442,47,Male,No,Smartwatch,SKU1003,3,Cancelled,"Credit Card",7603.47,844.83,9,2024-06-21,Overnight,46.41,"Extended Warranty",Accessory,None
5443,29,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2024-08-19,Standard,64.65,"Extended Warranty",Accessory,"Impulse Item"
5444,59,Male,No,Smartphone,SKU1004,2,Completed,"Debit Card",2373.57,791.19,3,2024-06-21,Express,14.27,"Impulse Item",None,None
5445,35,Female,No,Laptop,SKU1005,3,Completed,"Credit Card",3247.72,463.96,7,2023-10-29,Express,78.13,Accessory,Accessory,None
5445,35,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,124.5,20.75,6,2024-06-17,Overnight,26.13,"Extended Warranty",None,None
5446,63,Male,No,Laptop,SKU1005,3,Completed,"Debit Card",3711.68,463.96,8,2024-01-11,Standard,106.49,"Extended Warranty",Accessory,Accessory
5448,74,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-03-03,Standard,8.52,"Extended Warranty",None,None
5450,46,Male,No,Laptop,SKU1005,3,Completed,"Debit Card",2319.8,463.96,5,2024-05-19,Standard,35.76,"Extended Warranty",None,None
5452,41,Male,No,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,2024-04-14,Express,0,None,None,None
5453,78,Female,No,Smartwatch,SKU1003,3,Completed,"Credit Card",8448.3,844.83,10,2023-12-19,Standard,70.76,Accessory,"Extended Warranty","Impulse Item"
5454,31,Male,No,Tablet,SKU1002,3,Completed,"Debit Card",988.12,247.03,4,2024-03-14,Overnight,49.91,Accessory,None,None
5454,31,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-04-23,Standard,47.43,"Impulse Item","Impulse Item",None
5457,20,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2023-10-07,Overnight,66.22,Accessory,Accessory,"Extended Warranty"
5457,20,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,2024-03-27,Standard,74.28,"Extended Warranty",Accessory,None
5458,63,Male,No,Smartwatch,SKU1003,3,Completed,"Credit Card",5068.98,844.83,6,2024-09-02,Overnight,58.19,"Extended Warranty",Accessory,None
5459,63,Male,No,Smartwatch,SKU1003,3,Completed,"Credit Card",2534.49,844.83,3,2023-11-24,Express,66.78,"Impulse Item","Impulse Item","Extended Warranty"
5459,63,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-04-16,Standard,43.89,"Extended Warranty",None,None
5460,31,Female,Yes,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,2023-10-06,Express,32.16,"Impulse Item",None,None
5460,31,Female,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,83,20.75,4,2023-10-27,Overnight,57.59,"Impulse Item","Extended Warranty",None
5461,43,Male,No,Tablet,SKU1002,3,Cancelled,"Credit Card",2223.27,247.03,9,2024-09-08,Express,22.08,Accessory,None,None
5462,78,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,6329.52,791.19,8,2024-06-27,Express,0,None,None,None
5463,18,Male,No,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,2024-06-04,Express,72.4,"Extended Warranty","Extended Warranty",None
5464,18,Female,Yes,Smartphone,SKU1004,2,Cancelled,Cash,6329.52,791.19,8,2024-08-13,Express,0,None,None,None
5465,52,Female,No,Smartwatch,SKU1003,3,Cancelled,"Debit Card",5913.81,844.83,7,2023-10-14,Express,79.12,Accessory,"Impulse Item","Extended Warranty"
5465,52,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2023-12-20,Overnight,55.42,"Extended Warranty","Impulse Item","Extended Warranty"
5465,52,Female,Yes,Smartphone,SKU1001,5,Cancelled,"Debit Card",124.5,20.75,6,2024-03-15,Express,0,None,None,None
5467,62,Female,No,Smartphone,SKU1001,5,Cancelled,"Credit Card",41.5,20.75,2,2024-04-21,Standard,25.38,"Impulse Item","Impulse Item",None
5468,51,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83,20.75,4,2024-05-02,Standard,0,None,None,None
5469,39,Female,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,2024-06-14,Standard,0,None,None,None
5469,39,Female,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-07-28,Standard,59.48,"Impulse Item","Impulse Item",None
5470,24,Male,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,2024-05-02,Standard,0,None,None,None
5471,49,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-03-05,Overnight,0,None,None,None
5473,59,Female,No,Smartphone,SKU1004,2,Completed,"Debit Card",3164.76,791.19,4,2024-01-21,Express,24.43,"Extended Warranty",None,None
5474,37,Male,No,Tablet,SKU1002,3,Completed,"Debit Card",2223.27,247.03,9,2023-11-27,Standard,0,None,None,None
5475,33,Female,Yes,Tablet,SKU1002,3,Cancelled,"Debit Card",494.06,247.03,2,2023-11-26,Express,37.7,"Extended Warranty","Extended Warranty",None
5475,33,Female,No,Smartwatch,SKU1003,3,Completed,"Credit Card",844.83,844.83,1,2023-12-13,Overnight,110.81,Accessory,"Impulse Item","Impulse Item"
5476,28,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,2024-01-20,Overnight,0,None,None,None
5476,28,Male,No,Smartphone,SKU1001,5,Completed,"Debit Card",103.75,20.75,5,2024-01-22,Express,38.32,"Extended Warranty",None,None
5476,28,Male,No,Smartwatch,SKU1003,3,Completed,"Debit Card",4224.15,844.83,5,2024-01-26,Express,92.98,"Impulse Item",Accessory,"Impulse Item"
5476,28,Male,Yes,Tablet,SKU1002,3,Completed,"Debit Card",1482.18,247.03,6,2024-07-27,Standard,32.91,Accessory,None,None
5477,69,Male,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-01-18,Overnight,48.14,"Extended Warranty","Extended Warranty",None
5477,69,Male,Yes,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-06-22,Express,59.73,"Extended Warranty",Accessory,None
5478,22,Female,Yes,Tablet,SKU1002,3,Cancelled,"Credit Card",741.09,247.03,3,2024-02-14,Standard,40.43,"Impulse Item",None,None
5478,22,Female,No,Smartphone,SKU1004,2,Completed,"Credit Card",2373.57,791.19,3,2024-03-04,Overnight,19.71,"Extended Warranty",None,None
5478,22,Female,No,Tablet,SKU1002,3,Completed,"Debit Card",2470.3,247.03,10,2024-09-03,Standard,18.8,"Extended Warranty",Accessory,None
5479,40,Female,No,Tablet,SKU1002,3,Cancelled,"Debit Card",2470.3,247.03,10,2023-11-10,Express,0,None,None,None
5479,40,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,2024-05-11,Express,6.58,"Impulse Item",None,None
5479,40,Female,No,Smartphone,SKU1001,5,Cancelled,"Debit Card",124.5,20.75,6,2024-08-18,Overnight,0,None,None,None
5479,40,Female,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,2024-09-19,Overnight,49.3,"Extended Warranty",None,None
5480,53,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,103.75,20.75,5,2024-02-29,Express,51.59,"Extended Warranty","Extended Warranty",None
5482,31,Female,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2024-07-15,Overnight,72.72,"Impulse Item","Impulse Item",None
5485,19,Male,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2024-05-08,Standard,0,None,None,None
5488,35,Male,No,Smartphone,SKU1004,2,Completed,"Credit Card",791.19,791.19,1,2024-06-06,Overnight,0,None,None,None
5489,38,Male,Yes,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,2024-04-03,Express,21.28,"Extended Warranty",None,None
5490,30,Male,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-09,Overnight,0,None,None,None
5490,30,Male,No,Tablet,SKU1002,3,Completed,"Debit Card",988.12,247.03,4,2024-03-24,Overnight,50.18,"Impulse Item","Impulse Item",None
5492,78,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,988.12,247.03,4,2024-03-14,Standard,114.11,"Extended Warranty",Accessory,"Extended Warranty"
5493,42,Female,No,Smartwatch,SKU1003,3,Cancelled,"Debit Card",5913.81,844.83,7,2023-11-30,Express,0,None,None,None
5493,42,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2024-02-10,Express,46.23,"Impulse Item","Impulse Item","Impulse Item"
5494,72,Female,No,Laptop,SKU1005,3,Completed,"Debit Card",927.92,463.96,2,2023-12-18,Express,69.12,"Extended Warranty","Extended Warranty",Accessory
5494,72,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,2024-02-26,Overnight,14,"Extended Warranty",None,None
5495,30,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-25,Standard,90.1,Accessory,"Impulse Item",None
5495,30,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,2024-07-13,Overnight,56.3,"Impulse Item",Accessory,None
5495,30,Female,Yes,Smartwatch,SKU1003,3,Cancelled,"Credit Card",8448.3,844.83,10,2024-08-22,Overnight,61.82,Accessory,Accessory,None
5496,75,Male,No,Smartphone,SKU1004,2,Cancelled,"Credit Card",7120.71,791.19,9,2024-09-01,Overnight,134.22,Accessory,"Extended Warranty","Impulse Item"
5498,48,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,2024-01-19,Standard,91.72,"Extended Warranty","Impulse Item","Extended Warranty"
5500,79,Male,No,Smartphone,SKU1004,2,Completed,"Credit Card",6329.52,791.19,8,2024-05-29,Standard,0,None,None,None
5501,74,Female,No,Smartwatch,SKU1003,3,Cancelled,"Debit Card",1689.66,844.83,2,2023-12-24,Standard,66.03,"Impulse Item","Impulse Item","Impulse Item"
5502,33,Male,No,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2024-04-28,Express,33.15,Accessory,Accessory,None
5502,33,Male,No,Smartphone,SKU1004,2,Cancelled,"Credit Card",4747.14,791.19,6,2024-09-09,Express,0,None,None,None
5503,35,Male,No,Tablet,SKU1002,3,Completed,"Debit Card",1729.21,247.03,7,2024-07-03,Overnight,29.67,Accessory,None,None
5503,35,Male,No,Smartphone,SKU1001,5,Cancelled,"Credit Card",20.75,20.75,1,2024-07-13,Overnight,32.07,Accessory,"Extended Warranty",None
5504,26,Female,No,Tablet,SKU1002,3,Cancelled,"Debit Card",1235.15,247.03,5,2024-08-26,Express,103.49,"Impulse Item","Impulse Item","Impulse Item"
5505,29,Female,No,Smartphone,SKU1001,5,Completed,Paypal,166,20.75,8,2024-03-29,Overnight,19.64,Accessory,"Extended Warranty",None
5507,40,Male,Yes,Smartphone,SKU1001,5,Completed,"Credit Card",20.75,20.75,1,2024-03-18,Overnight,142.76,"Impulse Item","Impulse Item","Impulse Item"
5508,62,Female,No,Laptop,SKU1005,3,Completed,"Credit Card",4175.64,463.96,9,2024-01-13,Overnight,0,None,None,None
5510,56,Female,Yes,Smartwatch,SKU1003,3,Completed,"Debit Card",5068.98,844.83,6,2024-02-15,Standard,36.4,Accessory,None,None
5510,56,Female,Yes,Laptop,SKU1005,3,Completed,"Debit Card",463.96,463.96,1,2024-06-15,Express,0,None,None,None
5512,55,Female,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-01-11,Express,56.57,"Impulse Item","Impulse Item","Extended Warranty"
5512,55,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2024-08-20,Standard,0,None,None,None
5513,44,Female,No,Smartphone,SKU1004,2,Completed,"Credit Card",6329.52,791.19,8,2024-08-05,Standard,60.84,Accessory,"Impulse Item",Accessory
5515,68,Male,No,Smartphone,SKU1001,5,Completed,"Credit Card",124.5,20.75,6,2024-03-19,Express,64.54,Accessory,"Impulse Item",None
5516,53,Female,No,Smartwatch,SKU1003,3,Completed,"Debit Card",7603.47,844.83,9,2023-09-27,Express,34.1,"Impulse Item",None,None
5516,53,Female,No,Smartwatch,SKU1003,3,Completed,"Credit Card",2534.49,844.83,3,2024-04-06,Express,91.32,Accessory,"Extended Warranty",Accessory
5516,53,Female,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-05-02,Standard,38.25,"Extended Warranty",Accessory,None
5516,53,Female,No,Laptop,SKU1005,3,Completed,"Debit Card",463.96,463.96,1,2024-09-06,Standard,48,"Extended Warranty","Extended Warranty",None
5517,33,Male,No,Smartphone,SKU1004,2,Cancelled,"Credit Card",7911.9,791.19,10,2024-05-08,Overnight,0,None,None,None
5520,29,Female,No,Smartwatch,SKU1003,3,Completed,"Debit Card",1689.66,844.83,2,2023-10-27,Standard,0,None,None,None
5520,29,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2024-01-31,Express,73,"Extended Warranty","Impulse Item",Accessory
5520,29,Female,Yes,Smartwatch,SKU1003,3,Completed,"Credit Card",5913.81,844.83,7,2024-02-12,Express,0,None,None,None
5521,38,Female,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-01-21,Standard,11.75,"Impulse Item",None,None
5525,63,Male,No,Tablet,SKU1002,3,Cancelled,"Credit Card",494.06,247.03,2,2023-10-16,Express,0,None,None,None
5525,63,Male,No,Smartphone,SKU1004,2,Cancelled,"Credit Card",6329.52,791.19,8,2024-05-19,Express,41.97,"Impulse Item",Accessory,"Impulse Item"
5526,68,Male,No,Smartwatch,SKU1003,3,Cancelled,"Credit Card",6758.64,844.83,8,2024-05-13,Overnight,0,None,None,None
5527,28,Female,Yes,Smartwatch,SKU1003,3,Completed,"Debit Card",1689.66,844.83,2,2024-07-25,Express,65.75,Accessory,Accessory,None
5527,28,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2024-08-15,Standard,38.84,"Impulse Item",Accessory,None
5527,28,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2024-09-04,Express,86.01,"Impulse Item","Extended Warranty","Impulse Item"
5529,78,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,2373.57,791.19,3,2024-06-06,Express,87.4,"Impulse Item","Extended Warranty",None
5529,78,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,103.75,20.75,5,2024-06-15,Express,29.56,"Extended Warranty",None,None
5531,78,Female,Yes,Smartphone,SKU1001,5,Completed,"Credit Card",83,20.75,4,2024-01-11,Express,80.3,"Impulse Item",Accessory,None
5531,78,Female,No,Smartphone,SKU1004,2,Cancelled,"Debit Card",5538.33,791.19,7,2024-03-18,Express,24.71,Accessory,"Extended Warranty",None
5532,45,Female,No,Smartphone,SKU1004,2,Cancelled,"Credit Card",3955.95,791.19,5,2024-05-18,Overnight,0,None,None,None
5532,45,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,2024-08-28,Standard,10.2,"Extended Warranty",None,None
5533,53,Female,No,Laptop,SKU1005,3,Cancelled,"Debit Card",3711.68,463.96,8,2024-04-27,Overnight,29.7,"Impulse Item",None,None
5535,49,Male,Yes,Smartphone,SKU1004,2,Cancelled,Cash,1582.38,791.19,2,2024-05-04,Overnight,83.21,"Extended Warranty","Extended Warranty",None
5536,59,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2023-10-18,Standard,73.33,"Extended Warranty",Accessory,"Impulse Item"
5537,46,Male,No,Smartphone,SKU1001,5,Completed,"Credit Card",41.5,20.75,2,2024-03-21,Standard,87.38,"Impulse Item","Extended Warranty","Impulse Item"
5537,46,Male,No,Laptop,SKU1005,3,Cancelled,Cash,927.92,463.96,2,2024-06-07,Express,6.2,"Impulse Item",None,None
5538,50,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2023-11-27,Standard,55.14,Accessory,"Impulse Item","Extended Warranty"
5539,42,Female,Yes,Smartphone,SKU1004,2,Completed,"Credit Card",791.19,791.19,1,2023-12-09,Standard,13.49,"Impulse Item",None,None
5539,42,Female,Yes,Tablet,SKU1002,3,Completed,"Debit Card",1976.24,247.03,8,2024-09-02,Express,81.06,Accessory,"Extended Warranty","Extended Warranty"
5540,58,Female,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,2023-12-25,Overnight,60.96,"Extended Warranty",Accessory,None
5540,58,Female,No,Smartphone,SKU1004,2,Completed,"Debit Card",2373.57,791.19,3,2024-09-03,Standard,42.07,Accessory,"Impulse Item","Extended Warranty"
5541,65,Female,No,Tablet,SKU1002,3,Completed,"Credit Card",741.09,247.03,3,2024-06-28,Overnight,110.29,"Extended Warranty","Extended Warranty","Impulse Item"
5542,18,Female,No,Laptop,SKU1005,3,Cancelled,"Credit Card",4639.6,463.96,10,2023-10-07,Overnight,0,None,None,None
